_id,_masterChatId,_roomId,_hashTag,_firstLineValue,_iconPath,_appearCharaIdList,_masterReleaseLabelId
3011004,3011,16,Mia (New Year's 2024),米雅上線了,profile_03011_0000,3011,324010168
3011005,3011,17,Mia Valentine 2024,米雅: I'm giving you gift today,profile_03011_0000,3011,324021462
3011007,3011,7,Mia (April 2023),米雅: (TEMP) 米雅 4月 event chat,profile_03011_0000,3011,1
3011008,3011,8,Mia (May 2023),米雅: (TEMP) 米雅 5月 event chat,profile_03011_0000,3011,1
3011009,3011,9,Mia (June 2023),米雅: (TEMP) 米雅 6月 event chat,profile_03011_0000,3011,323062704
3011010,3011,10,Mia (July 2023),米雅: (TEMP) 米雅 7月 event chat,profile_03011_0000,3011,323070304
3011011,3011,11,Mia (Summer Vacation 2023),米雅: (TEMP) 米雅 8月 event chat,profile_03011_0000,3011,323080603
3011012,3011,12,Mia (September 2023),米雅上線了,profile_03011_0000,3011,323091204
3011013,3011,13,Mia (Halloween 2023),米雅: Happy Halloween!!,profile_03011_0000,3011,323103160
3011014,3011,14,Mia (November 2023),米雅: I went 至 look at fall colors!,profile_03011_0000,3011,323112405
3011015,3011,15,Mia (Christmas 2023),米雅上線了,profile_03011_0000,3011,323122542
3011018,3011,18,Mia (White Day 2024),米雅: Hi.,profile_03011_0000,3011,324031463
3012001,3012,1,Lanzhu (DM),嵐珠: It's 嵐珠!,profile_03012_0000,3012,1
3012002,3012,18,Lanzhu (Birthday 2024),嵐珠上線了,profile_03012_0000,3012,124021502
3012003,3012,3,Lanzhu (Birthday 2023),(TEMP) 嵐珠 birthday message 至 player,profile_03012_0000,3012,1
3012004,3012,16,Lanzhu (New Year's 2024),嵐珠: Xin Nian Kuai Le!,profile_03012_0000,3012,324010169
3012005,3012,17,Lanzhu (Valentine's 2024),嵐珠: Today is Valentine's Day.,profile_03012_0000,3012,324021463
3012007,3012,7,Lanzhu (April 2023),嵐珠: (TEMP) 嵐珠 4月 event chat,profile_03012_0000,3012,1
3012008,3012,8,Lanzhu (May 2023),嵐珠: (TEMP) 嵐珠 5月 event chat,profile_03012_0000,3012,1
3012009,3012,9,Lanzhu (June 2023),嵐珠: (TEMP) 嵐珠 6月 event chat,profile_03012_0000,3012,323060704
3012010,3012,10,Lanzhu (July 2023),嵐珠: (TEMP) 嵐珠 7月 event chat,profile_03012_0000,3012,323072112
3012011,3012,11,Lanzhu (Summer Vacation 2023),嵐珠: (TEMP) 嵐珠 8月 event chat,profile_03012_0000,3012,323082004
3012012,3012,12,Lanzhu (September 2023),嵐珠: (TEMP) 嵐珠 9月 event chat,profile_03012_0000,3012,323090115
3012013,3012,13,Lanzhu (Halloween 2023),嵐珠: 万圣节快乐!!,profile_03012_0000,3012,323103161
3012014,3012,14,Lanzhu (November 2023),嵐珠上線了,profile_03012_0000,3012,323112406
3012015,3012,15,Lanzhu (Christmas 2023),嵐珠: Shengdan Jie Kuai Le!,profile_03012_0000,3012,323122543
3012019,3012,19,Lanzhu (White Day 2024),嵐珠上線了,profile_03012_0000,3012,324031464
3099001,3099,1,Yu (Summer Festival 2023),,,3099,323082802
3099002,3099,2,Yu (Joint Festival 2023),,,3099,323120802
3101001,3101,1,Nijigasaki,嵐珠: Ni hao!<br>Hi everyone!,profile_03001_0000,"3001,3002,3006,3005,3007,3009,3012,3010,3011,3008,3004,3003,3099",1
3101002,3101,2,Nijigasaki (Spring 2023),愛: Ay yi yi!,profile_03001_0000,"3005,3099,3003,3002,3008,3006,3001,3007,3012,3010,3011,3009,3004",1
3101003,3101,3,Ai (Birthday Party 2023): Part 1,,,"3001,3004,3009,3010,3099",123053002
3101004,3101,4,Ai (Birthday Party 2023): Part 2,,,"3001,3002,3003,3004,3005,3006,3007,3008,3009,3010,3011,3012,3099",123053002
3101005,3101,5,Nijigasaki (Event Prep 2023),,,"3003,3005,3001,3007,3010,3012,3011,3009,3099,3002,3006,3008,3004",323061806
3101006,3101,6,Karin (Birthday Party 2023): Part 1,,,"3004,3008,3011,3012",123062902
3101007,3101,7,Karin (Birthday Party 2023): Part 2,,,"3001,3002,3003,3004,3005,3006,3007,3008,3009,3010,3011,3012,3099",123062902
3101008,3101,8,Nijigasaki (Summer 2023),,,"3012,3099,3010,3006,3001,3002,3003,3009,3008,3011,3007,3004,3005",323071304
3101009,3101,9,Setsuna (Birthday Party 2023): Part 1,,,"3002,3099,3005,3008,3006,3012,3003,3009,3001,3010,3011,3004",123080802
3101010,3101,10,Setsuna (Birthday Party 2023): Part 2,,,"3007,3002,3008,3005,3099,3012,3011,3001,3009,3006,3010,3004,3003",123080802
3101011,3101,11,Nijigasaki (Summer Festival 2023),,,"3099,3012,3002,3006,3008,3009,3001",323082606
3101012,3101,12,Nijigasaki (Fall 2023),栞子: Would you like 至 start book club 與 me?,profile_03001_0000,"3010,3004,3008,3003,3002,3006,3009,3011,3012,3099,3001,3005,3007",323091206
3101013,3101,13,Shioriko (Birthday Party 2023): Part 1,,,"3099,3002,3009,3005,3012,3008,3007,3010,3006,3004,3003,3011,3001",123100502
3101014,3101,14,Shioriko (Birthday Party 2023): Part 2,,,"3005,3006,3012,3010,3002,3001,3011,3004,3007,3008,3003,3009,3099",123100502
3101015,3101,15,Nijigasaki Half Anniversary,,,"3099,3005,3004,3007,3010,3009,3011,3002,3012,3003,3008,3001,3006",323101403
3101016,3101,16,Rina (Birthday Party 2023): Part 1,,,"3005,3011,3099,3009",123111302
3101017,3101,17,Rina: (Birthday Party 2023): Part 2,,,"3009,3099,3005,3011",123111302
3101018,3101,18,"Nijigasaki (November 21, 2023)",霞: Hey，everyone!,profile_03001_0000,"3002,3006,3005,3099,3003,3009,3008,3011,3012,3010,3001,3004,3007",323112106
3101019,3101,19,Mia (Birthday Party 2023): Part 1,,,"3009,3011,3005",123120602
3101020,3101,20,Mia (Birthday Party 2023): Part 2,,,"3011,3005,3009",123120602
3101021,3101,21,Kanata (Birthday Party 2023) Part 1,,,"3008,3011,3003,3012,3009,3004,3002,3007,3001,3005,3099,3010",123121602
3101022,3101,22,Kanata (Birthday Party 2023) Part 2,,,"3006,3099,3003,3002,3001,3011,3009,3004,3005,3010,3007,3012,3008",123121602
3101023,3101,23,Nijigasaki Love Song by Me,,,"3099,3002,3007,3006,3003,3011,3004,3012,3008,3009,3001,3010",323122202
3101024,3101,24,Nijigasaki (Winter 2023),嵐珠: What do you want 當 it gets cold?,profile_03001_0000,"3012,3006,3011,3005,3009,3007,3004,3010,3099,3001,3003,3002,3008",323122308
3101025,3101,25,Kasumi Birthday Celebration 2024①,,,"3002,3004",124012302
3101026,3101,26,Kasumi Birthday Celebration 2024②,,,"3002,3005,3007,3001,3003,3006,3010,3009,3011,3012,3099,3008,3004",124012302
3101027,3101,27,Ema Birthday Celebration 2024①,,,"3008,3006",124020502
3101028,3101,28,Ema Birthday Celebration 2024②,,,"3008,3006",124020502
3101029,3101,29,Lanzhu (Birthday Party 2024): Part 1,,,"3012,3005,3010,3004,3009,3007,3008,3001,3003,3002,3006,3099,3011",124021502
3101030,3101,30,Lanzhu (Birthday Party 2024): Part 2,,,"3012,3004,3007,3008,3011,3002,3003,3010,3009,3006,3001,3005,3099",124021502
3101031,3101,31,Ayumu (Birthday Party 2024): Part 1,,,"3001,3010",124030103
3101032,3101,32,Ayumu (Birthday Party 2024): Part 2,,,"3001,3010",124030103
3101033,3101,33,Shizuku (Birthday Party 2024): Part 1,,,"3007,3003",324031603
3101034,3101,34,Shizuku (Birthday Party 2024): Part 2,,,"3007,3099,3005,3002,3009,3012,3004,3011,3008,3001,3006,3010,3003",324031603
4001001,4001,1,Kanon (DM),香音: Good morning!,profile_04001_0000,4001,1
4001002,4001,2,Kanon (Birthday 2023),香音上線了,profile_04001_0000,4001,1
4001003,4001,3,Kanon (Birthday 2023),香音: Can we chat real quick?,profile_04001_0000,4001,1
4001004,4001,16,Kanon (New Year's 2024),香音: Happy New Year!,profile_04001_0000,4001,324010170
4001005,4001,17,Kanon Valentine 2024,香音: I sent you stamp!,profile_04001_0000,4001,324021003
4001007,4001,7,Kanon (April 2023),香音: Good morning!,profile_04001_0000,4001,1
4001008,4001,8,Kanon (May 2023),香音: Heyo!,profile_04001_0000,4001,1
4001009,4001,9,Kanon (June 2023),香音: Thanks 為 that special feature on Liella!,profile_04001_0000,4001,323061004
4001010,4001,10,Kanon (July 2023),香音上線了,profile_04001_0000,4001,323072012
4001011,4001,11,Kanon (Summer Vacation 2023),香音: I'm hot...,profile_04001_0000,4001,323080104
4001012,4001,12,Kanon (September 2023),香音: Heyo!,profile_04001_0000,4001,323090116
4001013,4001,13,Kanon (Halloween 2023),香音: Trick 或 treat!,profile_04001_0000,4001,323102508
4001014,4001,14,Kanon (November 2023),香音: I'm back!,profile_04001_0000,4001,323110109
4001015,4001,15,Kanon (Christmas 2023),香音: Merry Christmas!,profile_04001_0000,4001,323122303
4001018,4001,18,Kanon (White Day 2024),香音: Hello there!,profile_04001_0000,4001,324031004
4002001,4002,1,Keke (DM),可可傳送了貼圖,profile_04002_0000,4002,1
4002002,4002,2,Keke (Birthday 2023),可可上線了,profile_04002_0000,4002,123071702
4002003,4002,3,Keke (Birthday 2023),可可傳送了貼圖,profile_04002_0000,4002,1
4002004,4002,16,Keke (New Year's 2024),可可: Hey，Hey，Happy New Year!,profile_04002_0000,4002,324010171
4002005,4002,17,Keke (Valentine's 2024),可可: Happy Valentine's!,profile_04002_0000,4002,324021464
4002007,4002,7,Keke (April 2023),可可 sent image,profile_04002_0000,4002,1
4002008,4002,8,Keke (May 2023),可可: How are you this fine evening?,profile_04002_0000,4002,1
4002009,4002,9,Keke (June 2023),可可上線了,profile_04002_0000,4002,323060102
4002010,4002,10,Keke (July 2023),可可: It's starting!,profile_04002_0000,4002,323072013
4002011,4002,11,Keke (Summer Vacation 2023),可可上線了,profile_04002_0000,4002,323082404
4002012,4002,12,Keke (September 2023),可可傳送了貼圖,profile_04002_0000,4002,323091404
4002013,4002,13,Keke (Halloween 2023),可可: Trick 或 treat!,profile_04002_0000,4002,323102509
4002014,4002,14,Keke (November 2023),可可: How are you this fine evening?,profile_04002_0000,4002,323110110
4002015,4002,15,Keke (Christmas 2023),可可: Merry Christmas!,profile_04002_0000,4002,323122544
4002018,4002,18,Keke (White Day 2024),可可: How are you this fine evening?,profile_04002_0000,4002,324031103
4003001,4003,1,Chisato (DM),千砂都: Heyo!,profile_04003_0000,4003,1
4003002,4003,18,Chisato (Birthday 2024),千砂都上線了,profile_04003_0000,4003,124022502
4003003,4003,3,Chisato (Birthday 2023),千砂都: Heyo!,profile_04003_0000,4003,1
4003004,4003,16,Chisato (New Year's 2024),千砂都: Heyooo!,profile_04003_0000,4003,324010172
4003005,4003,17,Chisato Valentine 2024,千砂都: Heyooo!,profile_04003_0000,4003,324020903
4003007,4003,7,Chisato (April 2023),千砂都: Morning!,profile_04003_0000,4003,1
4003008,4003,8,Chisato (May 2023),千砂都: Heyooo!,profile_04003_0000,4003,1
4003009,4003,9,Chisato (June 2023),千砂都上線了,profile_04003_0000,4003,323061104
4003010,4003,10,Chisato (July 2023),千砂都上線了,profile_04003_0000,4003,323071804
4003011,4003,11,Chisato (Summer Vacation 2023),千砂都上線了,profile_04003_0000,4003,323081106
4003012,4003,12,Chisato (September 2023),千砂都: Heyooo!,profile_04003_0000,4003,323090117
4003013,4003,13,Chisato (Halloween 2023),千砂都上線了,profile_04003_0000,4003,323103162
4003014,4003,14,Chisato (November 2023),千砂都: Heyooo!,profile_04003_0000,4003,323110111
4003015,4003,15,Chisato (Christmas 2023),千砂都: Merry Christmas!,profile_04003_0000,4003,323122545
4003019,4003,19,Chisato (White Day 2024),千砂都: Happy White Day!,profile_04003_0000,4003,324031465
4004001,4004,1,Sumire (DM),堇: Hello.,profile_04004_0000,4004,1
4004002,4004,2,Sumire (Birthday 2023),堇上線了,profile_04004_0000,4004,123092802
4004003,4004,3,Sumire (Birthday 2023),堇: Are you still awake 透過 any 機率?,profile_04004_0000,4004,1
4004004,4004,16,Sumire (New Year's 2024),堇: Happy New Year!,profile_04004_0000,4004,324010173
4004005,4004,17,Sumire Valentine 2024,堇: Hello,profile_04004_0000,4004,324021465
4004007,4004,7,Sumire (April 2023),堇上線了,profile_04004_0000,4004,1
4004008,4004,8,Sumire (May 2023),堇上線了,profile_04004_0000,4004,1
4004009,4004,9,Sumire (June 2023),堇: Hey，can I ask you question?,profile_04004_0000,4004,323062902
4004010,4004,10,Sumire (July 2023),堇: Summer vacation is finally here.,profile_04004_0000,4004,323072014
4004011,4004,11,Sumire (Summer Vacation 2023),堇: It's been so hot lately.,profile_04004_0000,4004,323082106
4004012,4004,12,Sumire (September 2023),堇: How're you doing?,profile_04004_0000,4004,323091704
4004013,4004,13,Sumire (Halloween 2023),堇上線了,profile_04004_0000,4004,323102510
4004014,4004,14,Sumire (November 2023),堇: Today was really cold，huh?,profile_04004_0000,4004,323110112
4004015,4004,15,Sumire (Christmas 2023),堇: Merry Christmas!,profile_04004_0000,4004,323122546
4004018,4004,18,Sumire (White Day 2024),堇: Happy White Day!,profile_04004_0000,4004,324031466
4005001,4005,1,Ren (DM),戀: I know it's late，so I apologize if I'm disturbing you.,profile_04005_0000,4005,1
4005002,4005,2,Ren (Birthday 2023),戀上線了,profile_04005_0000,4005,123112402
4005003,4005,3,Ren (Birthday 2023),戀: Pardon interruption.,profile_04005_0000,4005,1
4005004,4005,16,Ren (New Year's 2024),戀: Happy New Year,profile_04005_0000,4005,324010174
4005005,4005,17,Ren (Valentine's 2024),戀上線了,profile_04005_0000,4005,324021466
4005007,4005,7,Ren (April 2023),戀: Good afternoon.,profile_04005_0000,4005,1
4005008,4005,8,Ren (May 2023),戀: Good evening.,profile_04005_0000,4005,1
4005009,4005,9,Ren (June 2023),戀: special article on Liella！has arrived.,profile_04005_0000,4005,323062604
4005010,4005,10,Ren (July 2023),戀上線了,profile_04005_0000,4005,323071805
4005011,4005,11,Ren (Summer Vacation 2023),戀上線了,profile_04005_0000,4005,323080403
4005012,4005,12,Ren (September 2023),戀: It's new semester now，huh.,profile_04005_0000,4005,323090118
4005013,4005,13,Ren (Halloween 2023),戀上線了,profile_04005_0000,4005,323102511
4005014,4005,14,Ren (November 2023),戀: We're certainly 於 Fall now，huh?,profile_04005_0000,4005,323110113
4005015,4005,15,Ren (Christmas 2023),戀上線了,profile_04005_0000,4005,323122547
4005018,4005,18,Ren (White Day 2024),戀: Good afternoon.,profile_04005_0000,4005,324031467
4006001,4006,1,Kinako (DM),希奈子: What's up?,profile_04006_0000,4006,1
4006003,4006,3,Kinako (Birthday 2023),希奈子: This is outta blue，but do you like potatoes?,profile_04006_0000,4006,1
4006004,4006,16,Kinako (New Year's 2024),希奈子: Happy New Yearrr,profile_04006_0000,4006,324010175
4006005,4006,17,Kinako Valentine 2024,希奈子: Can I have minute?,profile_04006_0000,4006,324021103
4006007,4006,7,Kinako (April 2023),希奈子: Take look at this!,profile_04006_0000,4006,1
4006008,4006,8,Kinako (May 2023),希奈子: Golden week's almost here.,profile_04006_0000,4006,1
4006009,4006,9,Kinako (June 2023),希奈子: That rain's never gonna stop，huh?,profile_04006_0000,4006,323062204
4006010,4006,10,Kinako (July 2023),希奈子: I got newsss!,profile_04006_0000,4006,323071004
4006011,4006,11,Kinako (Summer Vacation 2023),鬼塚夏美，.k。OniNatsu！ Oni-supplement 為 you 與 每日 doses 的 this 與 that，etc.!,profile_04006_0000,4006,323080604
4006012,4006,12,Kinako (September 2023),希奈子上線了,profile_04006_0000,4006,323090119
4006013,4006,13,Kinako (Halloween 2023),希奈子上線了,profile_04006_0000,4006,323102512
4006014,4006,14,Kinako (November 2023),希奈子: Dang，it sure is Fall now!,profile_04006_0000,4006,323110114
4006015,4006,15,Kinako (Christmas 2023),希奈子: Merry Christmas!,profile_04006_0000,4006,323122304
4006018,4006,18,Kinako (White Day 2024),希奈子上線了,profile_04006_0000,4006,324031005
4007001,4007,1,Mei (DM),芽衣: Sup?,profile_04007_0000,4007,1
4007002,4007,2,Mei (Birthday 2023),芽衣上線了,profile_04007_0000,4007,123102902
4007003,4007,3,Mei (Birthday 2023),芽衣: 曜 busy right now?,profile_04007_0000,4007,1
4007004,4007,16,Mei (New Year's 2024),芽衣: Sup?,profile_04007_0000,4007,324010176
4007005,4007,17,Mei Valentine 2024,芽衣上線了,profile_04007_0000,4007,324021004
4007007,4007,7,Mei (April 2023),芽衣 sent image,profile_04007_0000,4007,1
4007008,4007,8,Mei (May 2023),芽衣: 曜 have any plans 為 Golden Week yet?,profile_04007_0000,4007,1
4007009,4007,9,Mei (June 2023),芽衣: Got news article！Thanks 為 always being such big help.,profile_04007_0000,4007,323060604
4007010,4007,10,Mei (July 2023),芽衣: Sup.,profile_04007_0000,4007,323071806
4007011,4007,11,Mei (Summer Vacation 2023),芽衣: Emergency...,profile_04007_0000,4007,323082107
4007012,4007,12,Mei (September 2023),芽衣: Can you believe we're already going back 至 school?,profile_04007_0000,4007,323090120
4007013,4007,13,Mei (Halloween 2023),芽衣上線了,profile_04007_0000,4007,323102513
4007014,4007,14,Mei (November 2023),芽衣: Could we chat 為 bit?,profile_04007_0000,4007,323110115
4007015,4007,15,Mei (Christmas 2023),芽衣: Merry Christmas!,profile_04007_0000,4007,323122548
4007018,4007,18,Mei (White Day 2024),芽衣: Got sec?,profile_04007_0000,4007,324031006
4008001,4008,1,Shiki (DM),四季: Test message.,profile_04008_0000,4008,1
4008002,4008,2,Shiki (Birthday 2023),四季上線了,profile_04008_0000,4008,123061702
4008003,4008,3,Shiki (Birthday 2023),四季: Happy birthday.,profile_04008_0000,4008,1
4008004,4008,16,Shiki (New Year's 2024),四季: Hey，Happy New Year,profile_04008_0000,4008,324010177
4008005,4008,17,Shiki Valentine 2024,四季: can I come 於 now?,profile_04008_0000,4008,324021104
4008007,4008,7,Shiki (April 2023),四季: cherry blossoms are blooming.,profile_04008_0000,4008,1
4008008,4008,8,Shiki (May 2023),四季上線了,profile_04008_0000,4008,1
4008009,4008,9,Shiki (June 2023),四季上線了,profile_04008_0000,4008,323060806
4008010,4008,10,Shiki (July 2023),四季上線了,profile_04008_0000,4008,323072015
4008011,4008,11,Shiki (Summer Vacation 2023),四季上線了,profile_04008_0000,4008,323080404
4008012,4008,12,Shiki (September 2023),四季: I got article。Thanks.,profile_04008_0000,4008,323090121
4008013,4008,13,Shiki (Halloween 2023),四季上線了,profile_04008_0000,4008,323102202
4008014,4008,14,Shiki (November 2023),四季: Thanks 為 writing that Halloween article 為 us.,profile_04008_0000,4008,323111504
4008015,4008,15,Shiki (Christmas 2023),四季上線了,profile_04008_0000,4008,323122549
4008018,4008,18,Shiki (White Day 2024),四季上線了,profile_04008_0000,4008,324031468
4009001,4009,1,Natsumi (DM),夏美: Thanks 為 all hard work!,profile_04009_0000,4009,1
4009002,4009,2,Natsumi (Birthday 2023),夏美上線了,profile_04009_0000,4009,123080702
4009003,4009,3,Natsumi (Birthday 2023),夏美: ONINATSU!,profile_04009_0000,4009,1
4009004,4009,16,Natsumi (New Year's 2024),夏美: It's Happy New Year!,profile_04009_0000,4009,324010178
4009005,4009,17,Natsumi Valentine 2024,夏美: I know this is sudden，but I have quiz..!,profile_04009_0000,4009,324020904
4009007,4009,7,Natsumi (April 2023),夏美傳送了貼圖,profile_04009_0000,4009,1
4009008,4009,8,Natsumi (May 2023),夏美上線了,profile_04009_0000,4009,1
4009009,4009,9,Natsumi (June 2023),夏美: Thanksies 為 article，honey!,profile_04009_0000,4009,323060506
4009010,4009,10,Natsumi (July 2023),夏美: OniNatsuuu!,profile_04009_0000,4009,323072016
4009011,4009,11,Natsumi (Summer Vacation 2023),夏美傳送了貼圖,profile_04009_0000,4009,323082108
4009012,4009,12,Natsumi (September 2023),夏美: Surprise！OniNatsu pop quiz!,profile_04009_0000,4009,323090122
4009013,4009,13,Natsumi (Halloween 2023),夏美: Happy Halloween!,profile_04009_0000,4009,323102514
4009014,4009,14,Natsumi (November 2023),夏美: Fall is perfect season 為 good food!,profile_04009_0000,4009,323110116
4009015,4009,15,Natsumi (Christmas 2023),夏美: It's Merry Christmas!,profile_04009_0000,4009,323122550
4009018,4009,18,Natsumi (White Day 2024),夏美: OniNatsuuu!,profile_04009_0000,4009,324031104
4010001,4010,1,Margarete (DM),,,4010,323121501
4010003,4010,3,Margarete (Birthday 2023),,,4010,323121501
4011001,4011,1,Tomari (DM),,,4011,323121501
4011003,4011,3,Tomari (Birthday 2023),,,4011,323121501
4101001,4101,1,Liella!,可可: FIRST!,profile_04001_0000,"4002,4003,4004,4001,4005,4006,4009,4007,4008",1
4101002,4101,2,Kanon (Birthday Party 2023): Part 1,,,"4003,4006,4002,4007,4008,4005,4004,4009",1
4101003,4101,3,Kanon (Birthday Party 2023): Part 2,,,"4001,4003,4002,4006,4004,4005,4008,4009,4007",1
4101004,4101,4,Shiki (Birthday Party 2023): Part 1,,,"4006,4007,4009",123061702
4101005,4101,5,Shiki (Birthday Party 2023): Part 2,,,"4006,4007,4008,4009",123061702
4101006,4101,6,Liella! (Event Prep 2023),香音: Hey，guys，are you nearly ready?,profile_04001_0000,"4001,4002,4004,4007,4008,4003,4005,4006,4009",323062008
4101007,4101,7,Liella! (Summer 2023),希奈子: Tanabata is just around corner，huh!,profile_04001_0000,"4006,4007,4002,4005,4003,4001,4004,4009,4008",323070402
4101008,4101,8,Keke (Birthday Party 2023): Part 1,,,"4004,4001,4003,4005",123071702
4101009,4101,9,Keke (Birthday Party 2023): Part 2,,,"4002,4001,4004,4003,4005",123071702
4101010,4101,10,Natsumi (Birthday Party 2023): Part 1,,,"4006,4008,4007",123080702
4101011,4101,11,Natsumi (Birthday Party 2023): Part 2,,,"4009,4006,4007,4008",123080702
4101012,4101,12,Liella! (Summer Festival 2023),,,"4001,4003,4002,4005,4006,4004,4007,4008,4009",323082406
4101013,4101,13,Sumire (Birthday Party 2023): Part 1,,,"4002,4001,4006,4003,4005,4009,4008,4007",123092802
4101014,4101,14,Sumire (Birthday Party 2023): Part 2,,,"4004,4002,4005,4001,4003,4006,4007,4008,4009",123092802
4101015,4101,15,Liella! (Fall 2023),戀: Have you all appreciated gorgeous moon tonight?,profile_04001_0000,"4005,4003,4002,4008,4007,4009,4004,4006,4001",323100102
4101016,4101,16,Liella! Half Anniversary,,,"4003,4004,4007,4006,4002,4005,4009,4008,4001",323101404
4101017,4101,17,Mei (Birthday Party 2023): Part 1,,,"4008,4007",123102902
4101018,4101,18,Mei (Birthday Party 2023): Part 2,,,"4007,4008,4009,4006,4002,4004,4001,4003,4005",123102902
4101019,4101,19,Ren (Birthday Party 2023): Part 1,,,"4003,4002,4004,4001",123112402
4101020,4101,20,Ren (Birthday Party 2023): Part 2,,,"4005,4004,4002,4003,4001",123112402
4101021,4101,21,Liella! (Winter 2023),戀: Hey everyone，thank you 為 coming 至 today's Christmas Party!,profile_04001_0000,"4005,4001,4006,4003,4007,4008,4009,4004,4002",323122552
4101022,4101,22,Tomari (Birthday Party 2023) Part 1,,,"4009,4001,4004",123122802
4101023,4101,23,Tomari (Birthday Party 2023) Part 2,,,"4004,4006,4007,4011,4009,4001,4002,4003,4005,4008,4010",123122802
4101024,4101,24,Margarete Birthday Celebration 2024①,,,"4001,4004,4003,4005,4009,4011,4008,4007,4002,4006",124012002
4101025,4101,25,Margarete Birthday Celebration 2024②,,,"4010,4011,4001,4003,4004,4006,4009,4002,4007,4008,4005",124012002
4101026,4101,26,Liella! Live 2024,,,"4003,4002,4011,4010,4006,4007,4009,4008,4001,4005,4004",324011902
4101027,4101,27,Chisato (Birthday Party 2024): Part 1,,,"4001,4002,4004,4005",124022502
4101028,4101,28,Chisato (Birthday Party 2024): Part 2,,,"4003,4001,4002,4004,4005",124022502
4101029,4101,29,Liella! (Spring 2024),香音上線了,profile_04001_0000,"4002,4001,4006,4009,4004,4003,4008,4007,4005",324030303
4101030,4101,30,Kinako (Birthday Party 2024): Part 1,,,"4009,4006",324031604
4101031,4101,31,Kinako (Birthday Party 2024): Part 2,,,"4006,4009,4007,4008",324031604
